energy,intensity
520.00508803856565,-0.00068813859760031388
520.05486011510061,-0.00064417863796690134
520.10463219163557,-0.00060140208453066373
520.15440426817054,-0.00055979586950078526
520.2041763447055,-0.00051934692508644978
520.25394842124047,-0.00048004218349684074
520.30372049777543,-0.0004418685769411428
520.35349257431039,-0.00040481303762853968
520.40326465084536,-0.00036886249776821512
520.45303672738032,-0.000334003889569353
520.50280880391517,-0.00030022414524121356
520.55258088045014,-0.00026751019699282623
520.6023529569851,-0.00023584897703345323
520.65212503352006,-0.00020522741757227864
520.70189711005503,-0.00017563245081848628
520.75166918658999,-0.00014705100898126006
520.80144126312496,-0.00011947002426978428
520.85121333965992,-9.2876428893242383e-05
520.90098541619489,-6.725715506081862e-05
520.95075749272985,-4.2599134981696857e-05
521.00052956926481,-1.8889300865060836e-05
521.05030164579978,3.8854150799052964e-06
521.10007372233474,2.5738080644017661e-05
521.14984579886971,4.6681763618092311e-05
521.19961787540467,6.6729531792945282e-05
521.24938995193963,8.5894452959392787e-05
521.2991620284746,0.00010418959490825074
521.34893410500956,0.00012162802543033519
521.39870618154441,0.0001382228123164253
521.44847825807938,0.00015398702335741316
521.49825033461434,0.00016893372634407548
521.5480224111493,0.00018307598906722872
521.59779448768427,0.00019642687931768876
521.64756656421923,0.00020899946488627184
521.6973386407542,0.00022080681356379396
521.74711071728916,0.00023186199314107094
521.79688279382412,0.00024217807140891921
521.84665487035909,0.00025176811615815463
521.89642694689405,0.00026064519517959329
521.94619902342902,0.00026882237626405127
521.99597109996398,0.00027631272720234459
522.04574317649895,0.00028312931578528959
522.09551525303391,0.00028928520980370188
522.14528732956887,0.00029479347704839792
522.19505940610384,0.00029966718531019361
522.2448314826388,0.00030391940237990488
522.29460355917377,0.00030756319604834825
522.34437563570862,0.0003106116341063329
522.39414771224358,0.00031307778434468917
522.44391978877854,0.00031497471455422534
522.49369186531351,0.00031631549252575744
522.54346394184847,0.00031711318605010197
522.59323601838344,0.00031738086291807432
522.6430080949184,0.00031713159092049077
522.69278017145336,0.00031637843784816785
522.74255224798833,0.0003151344714919212
522.79232432452329,0.00031341275964256711
522.84209640105826,0.00031122637009092129
522.89186847759322,0.00030858837062780004
522.94164055412818,0.00030551182904401937
522.99141263066315,0.00030200981313039559
523.04118470719811,0.00029809539067774462
523.09095678373308,0.00029378162947688204
523.14072886026804,0.0002890815973186248
523.19050093680301,0.00028400836199378817
523.24027301333786,0.00027857499129320152
523.29004508987282,0.00027279455300765587
523.33981716640778,0.00026668011492797934
523.38958924294275,0.00026024474484498823
523.43936131947771,0.00025350151054949786
523.48913339601268,0.00024646347983232528
523.53890547254764,0.00023914372048428607
523.5886775490826,0.00023155530029619618
523.63844962561757,0.00022371128705887163
523.68822170215253,0.00021562474856312884
523.7379937786875,0.00020730875259978361
523.78776585522246,0.00019877636695965215
523.83753793175742,0.00019004065943355061
523.88731000829239,0.00018111469781229472
523.93708208482735,0.00017201154988670059
523.98685416136232,0.00016274428344758478
524.03662623789728,0.00015332596628576297
524.08639831443224,0.00014376966619205109
524.13617039096721,0.00013408845095726549
524.18594246750206,0.0001242953883722447
524.23571454403702,0.00011440354622775971
524.28548662057199,0.00010442599231464917
524.33525869710695,9.4375794423729034e-05
524.38503077364192,8.4266020345815537e-05
524.43480285017688,7.4109737871724419e-05
524.48457492671184,6.392001479227187e-05
524.53434700324681,5.3709918898274132e-05
524.58411907978177,4.3492517980547163e-05
524.63389115631674,3.3280879829906928e-05
524.6836632328517,2.3088072237169513e-05
524.73343530938666,1.2927162993150965e-05
524.78320738592163,2.8112198886676555e-06
524.83297946245659,-7.2466892854647903e-06
524.88275153899156,-1.7233496738429967e-05
524.93252361552652,-2.7136134679412078e-05
524.98229569206148,-3.6941535317594706e-05
525.03206776859645,-4.6636630862162076e-05
525.0818398451313,-5.6208353522276416e-05
525.13161192166626,-6.5643635507165292e-05
525.18138399820123,-7.492940902599065e-05
525.23115607473619,-8.4052606287936455e-05
525.28092815127116,-9.3000159502186562e-05
525.33070022780612,-0.00010175900087792508
525.38047230434108,-0.00011031606262433575
525.43024438087605,-0.00011865827695060267
525.48001645741101,-0.00012677257606590959
525.52978853394598,-0.00013464589217944048
525.57956061048094,-0.00014226515750037947
525.6293326870159,-0.00014961730423791042
525.67910476355087,-0.00015668926460121705
525.72887684008583,-0.00016346797079948348
525.7786489166208,-0.00016994035504189369
525.82842099315576,-0.00017609334953763147
525.87819306969072,-0.00018191388649588084
525.92796514622569,-0.00018738889812582575
525.97773722276065,-0.00019250531663665002
526.0275092992955,-0.00019725007423752723
526.07728137583047,-0.00020161010313766319
526.12705345236543,-0.00020557233554623024
526.17682552890039,-0.00020912370367241263
526.22659760543536,-0.00021225113972539415
526.27636968197032,-0.00021494157591435872
526.32614175850529,-0.00021718194444849033
526.37591383504025,-0.0002189591775369728
526.42568591157521,-0.0002202602073889901
526.47545798811018,-0.00022107196621372639
526.52523006464514,-0.0002213813862203653
526.57500214118011,-0.00022117539961809084
526.62477421771507,-0.00022044093861608706
526.67454629425004,-0.00021916493542353788
526.724318370785,-0.00021733432224962704
526.77409044731996,-0.00021493603130353864
526.82386252385493,-0.0002119569947944567
526.87363460038989,-0.000208384144931565
526.92340667692474,-0.00020420441392405767
526.97317875345971,-0.00019940473398109973
527.02295082999467,-0.00019397203731188388
527.07272290652963,-0.00018789325612559411
527.1224949830646,-0.00018115532263141427
527.17226705959956,-0.0001737451690385284
527.22203913613453,-0.00016564972755612036
527.27181121266949,-0.00015685593039337407
527.32158328920445,-0.0001473507097594735
527.37135536573942,-0.00013712099786360253
527.42112744227438,-0.00012615372691494523
527.47089951880935,-0.00011443582912268538
527.52067159534431,-0.00010195423669600705
527.57044367187927,-8.8695881844094021e-05
527.62021574841424,-7.4638748708151018e-05
527.6699878249492,-5.9195071444855801e-05
527.71975990148417,-4.0883158379203722e-05
527.76953197801913,-1.8142397559120888e-05
527.81930405455398,1.0587822967392938e-05
527.86907613108895,4.6868115152539975e-05
527.91884820762391,9.2259090948335843e-05
527.96862028415887,0.00014832136230685447
528.01839236069384,0.00021661554118016982
528.0681644372288,0.00029870223952035567
528.11793651376377,0.00039614206927948595
528.16770859029873,0.00051049564240963452
528.21748066683369,0.00064342873316071121
528.26725274336866,0.00080283743936668955
528.31702481990362,0.0010062294718964976
528.36679689643859,0.0012719340648254774
528.41656897297355,0.0016182804522289706
528.46634104950851,0.0020635978681823194
528.51611312604348,0.0026262155467608652
528.56588520257844,0.0033244627220399506
528.61565727911341,0.0041766686280949161
528.66542935564837,0.0052011624990011048
528.71520143218333,0.0064162735688338586
528.76497350871819,0.0078403310716650115
528.81474558525315,0.0094935894491883586
528.86451766178811,0.011455007774581449
528.91428973832308,0.013871595426599879
528.96406181485804,0.01689416892297619
529.01383389139301,0.020672905962415292
529.06360596792797,0.025260187204920792
529.11337804446293,0.030506290410674892
529.1631501209979,0.036236479775280502
529.21292219753286,0.042276195199613502
529.26269427406783,0.048462442890802204
529.31246635060279,0.054650771811817621
529.36223842713775,0.060698400108987909
529.41201050367272,0.066462672720192656
529.46178258020768,0.07182207277503859
529.51155465674265,0.0766996964998891
529.56132673327761,0.081024300300532204
529.61109880981257,0.084725752509065388
529.66087088634742,0.087814179517963706
529.71064296288239,0.090432590906188048
529.76041503941735,0.092736479475752656
529.81018711595232,0.09488024151050975
529.85995919248728,0.096974459516438571
529.90973126902225,0.09907210418971682
529.95950334555721,0.10122222509763221
530.00927542209217,0.1034738718074725
530.05904749862714,0.10587609388652551
530.1088195751621,0.10847794090207891
530.15859165169707,0.11132846242142053
530.20836372823203,0.11447670104628063
530.25813580476699,0.11792804233829804
530.30790788130196,0.1215407530273127
530.35767995783692,0.12514214238173935
530.40745203437189,0.12855966656279999
530.45722411090685,0.13170378740282004
530.50699618744181,0.13470632857386208
530.55676826397678,0.13773561457754002
530.60654034051163,0.14095996886927767
530.65631241704659,0.14444830547378532
530.70608449358156,0.14789773481121021
530.75585657011652,0.15091846043537058
530.80562864665148,0.15312076289581605
530.85540072318645,0.15422331042827567
530.90517279972141,0.15426884850706957
530.95494487625638,0.15336043074028932
531.00471695279134,0.15160110694402223
531.05448902932631,0.14909272726702419
531.10426110586127,0.14593423837996536
531.15403318239623,0.14222415634401026
531.2038052589312,0.13806099722032331
531.25357733546616,0.13354327707006894
531.30334941200113,0.12876951195441172
531.35312148853609,0.12383821793451591
531.40289356507105,0.1188479110715461
531.45266564160602,0.11389710742666666
531.50243771814087,0.10908432306105287
531.55220979467583,0.10450807403584696
531.6019818712108,0.10026676959612521
531.65175394774576,0.096431141309004459
531.70152602428072,0.093007491941888482
531.75129810081569,0.089992976177406397
531.80107017735065,0.08738474869818727
531.85084225388562,0.085179964186860163
531.90061433042058,0.083375777326054112
531.95038640695554,0.081969342798398265
532.00015848349051,0.080957815286521601
532.04993056002547,0.080336910096543923
532.09970263656044,0.080091849214874652
532.1494747130954,0.080203207472858168
532.19924678963037,0.080651538954621418
532.24901886616533,0.081417397744291325
532.29879094270029,0.082481337925994838
532.34856301923526,0.083823913583858933
532.39833509577011,0.085425678802006577
532.44810717230507,0.08726718766457206
532.49787924884004,0.089328994255679001
532.547651325375,0.091591652659454265
532.59742340190996,0.094035716960024843
532.64719547844493,0.096647944583845236
532.69696755497989,0.099463422191477108
532.74673963151486,0.10253990885332451
532.79651170804982,0.10593517032388318
532.84628378458478,0.10965332449177184
532.89605586111975,0.11356125643111928
532.94582793765471,0.11750422012912977
532.99560001418968,0.12132746959638158
533.04537209072464,0.12490834683688534
533.0951441672596,0.12824909728929285
533.14491624379457,0.13138235315733199
533.19468832032953,0.13434074664473072
533.2444603968645,0.13715560969897961
533.29423247339946,0.13984668037026066
533.34400454993431,0.1424276076633321
533.39377662646928,0.14491198658520468
533.44354870300424,0.14731341214287144
533.4933207795392,0.14964547934333133
533.54309285607417,0.15192178319358332
533.59286493260913,0.15415591870062653
533.6426370091441,0.15636316554641275
533.69240908567906,0.15856651600033039
533.74218116221402,0.16079116814065114
533.79195323874899,0.16306232022120254
533.84172531528395,0.16539742930707391
533.89149739181892,0.16778273502821286
533.94126946835388,0.17019660897110614
533.99104154488884,0.17261742272208522
534.04081362142381,0.17502354786748164
534.09058569795877,0.17739335599362702
534.14035777449374,0.17970521868685277
534.1901298510287,0.18193750753349056
534.23990192756355,0.18406859411986706
534.28967400409852,0.18607685003232363
534.33944608063348,0.18794064685718684
534.38921815716844,0.18963835618078817
534.43899023370341,0.19115100837792617
534.48876231023837,0.19248510715238557
534.53853438677334,0.19366133106281436
534.5883064633083,0.19470051139452305
534.63807853984326,0.19562347943282232
534.68785061637823,0.19645106646302279
534.73762269291319,0.19720410377043496
534.78739476944816,0.19790342264036936
534.83716684598312,0.19856985435813651
534.88693892251808,0.19922423020904717
534.93671099905305,0.19988738147841173
534.98648307558801,0.20058013945154088
535.03625515212298,0.20132133961186024
535.08602722865794,0.20211195083074107
535.1357993051929,0.20294352812105024
535.18557138172775,0.20380754206254445
535.23534345826272,0.20469546323498655
535.28511553479768,0.20559876221813353
535.33488761133265,0.20650890959174417
535.38465968786761,0.20741737593557741
535.43443176440258,0.20831563182939211
535.48420384093754,0.20919514785294702
535.5339759174725,0.21004739458600113
535.58374799400747,0.21086384260831331
535.63352007054243,0.21163610185070761
535.6832921470774,0.212357714511967
535.73306422361236,0.2130236357675106
535.78283630014732,0.2136288530855413
535.83260837668229,0.21416835393426198
535.88238045321725,0.21463712578187552
535.93215252975222,0.21503015609658482
535.98192460628718,0.21534243234659284
536.03169668282214,0.21556935330377233
536.08146875935699,0.21570956890054649
536.13124083589196,0.21576327327404629
536.18101291242692,0.21573066991737741
536.23078498896189,0.21560643752064729
536.28055706549685,0.21530229993241187
536.33032914203181,0.21466597488014033
536.38010121856678,0.21354352509968702
536.42987329510174,0.21179291481610341
536.47964537163671,0.20944177931124247
536.52941744817167,0.20664419481519825
536.57918952470663,0.20355725793797866
536.6289616012416,0.20032824529688745
536.67873367777656,0.19701772770011378
536.72850575431153,0.19364110250976402
536.77827783084649,0.19021337766966445
536.82804990738146,0.18674956112364163
536.87782198391642,0.18326466081552181
536.92759406045138,0.17977368468913149
536.97736613698635,0.17629164068829686
537.0271382135212,0.17283496115593633
537.07691029005616,0.169444640076648
537.12668236659113,0.16618239164078241
537.17645444312609,0.16311057917728045
537.22622651966105,0.16028866831980862
537.27599859619602,0.15772704358323117
537.32577067273098,0.15539514755431097
537.37554274926595,0.15326116975780482
537.42531482580091,0.1512932997184695
537.47508690233587,0.14945972696106169
537.52485897887084,0.14772864101033822
537.5746310554058,0.14606823139105582
537.62440313194077,0.14444668762797142
537.67417520847573,0.14283219924584153
537.72394728501069,0.14119295576942309
537.77371936154566,0.1394971467234728
537.82349143808062,0.13771317138793082
537.87326351461559,0.13582581874345495
537.92303559115044,0.13384775079644995
537.9728076676854,0.13179434098737719
538.02257974422037,0.12968096275671148
538.07235182075533,0.12752298954492305
538.12212389729029,0.12533579479248233
538.17189597382526,0.12313475193985968
538.22166805036022,0.12093564308431062
538.27144012689519,0.1187692362252489
538.32121220343015,0.116685261007788
538.37098427996511,0.11473466470962701
538.42075635650008,0.11296831214802959
538.47052843303504,0.11142045507003612
538.52030050957001,0.11008869698587403
538.57007258610497,0.10896574675830653
538.61984466263993,0.10804431325009682
538.6696167391749,0.10731710532400814
538.71938881570986,0.10677683184280358
538.76916089224483,0.10641620166924648
538.81893296877979,0.1062278969528811
538.86870504531464,0.10620256638613876
538.91847712184961,0.1063274305250945
538.96824919838457,0.10658938019721678
539.01802127491953,0.10697530622997388
539.0677933514545,0.10747209945083398
539.11756542798946,0.10806665068726529
